id,title,type,description,release_year,age_certification,runtime,genres,contains_US,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm948128,Audrey,MOVIE,"An intimate look at Audrey Hepburn's life, with access to exclusive never-before-seen footage from her family's personal collection, providing an unprecedented and insightful view on Audrey, her life and her dreams, aspirations and her everlasting legacy.",2020,PG,100,"['documentation', 'history']",US,"['CH', 'US']",,tt10731386,7.1,1867,6.316,7.1
tm853396,Dragonheart: Vengeance,MOVIE,"Lukas, a young farmer whose family is killed by savage raiders in the countryside, sets out on an epic quest for revenge, forming an unlikely trio with a majestic dragon and a swashbuckling, sword-fighting mercenary, Darius.",2020,PG-13,97,"['fantasy', 'european']",US,['US'],,,,,48.702,7
ts288350,Julie and the Phantoms,SHOW,Teenage Julie finds her passion for music and life while helping the Phantoms -- a trio of ghostly guys -- become the band they were never able to be.,2020,TV-G,2,"['scifi', 'music', 'comedy', 'drama', 'family', 'fantasy', 'documentation']",US,['US'],1,tt10183988,8.4,9461,16.219,8.6
tm464557,The Perfect Date,MOVIE,"No beau? No problem! To earn money for college, a high schooler creates a dating app that lets him act as a stand-in boyfriend.",2019,PG-13,93,"['romance', 'comedy']",US,['US'],,tt8201170,5.8,37913,26.678,6.5
tm469008,How High 2,MOVIE,"When two jobless friends discover a hidden weed bible and the ultimate bud, they think that they’ve got it made…with 'seed' money to start a new snack delivery app. But, when nearly all of their stash and weed bible are stolen, the two potpreneurs set off on an outrageous, mind-bending adventure through Atlanta to find them. Stoned with supernatural powers, they search 'high' and low, stopping at nothing to recover their ticket to starting a legit business.",2019,,89,['comedy'],US,['US'],,tt8861802,3,1097,17.937,6.5
tm928541,Barbie: Princess Adventure,MOVIE,"With new friends in a new kingdom, Barbie learns what it means to be herself when she trades places with a royal lookalike in this musical adventure.",2020,G,72,"['music', 'animation', 'family']",US,['US'],,tt12767498,5.4,442,72.312,7.4
tm444247,This Changes Everything,MOVIE,"An investigative look and analysis of gender disparity in Hollywood, featuring accounts from well-known actors, executives and artists in the Industry.",2019,PG,97,['documentation'],US,['US'],,tt5795282,7.6,1507,6.284,6.3
ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,"This limited series chronicles the incredible true story of Madam C.J. Walker, who was the first African American self-made millionaire.",2020,TV-MA,47,"['drama', 'history']",US,['US'],1,tt8771910,7.3,11586,15.211,7.5
ts83107,V Wars,SHOW,"After a mysterious disease begins transforming people into vampires, Dr. Luther Swann is pitted against his best friend, now a powerful vampire leader.",2019,TV-MA,42,"['scifi', 'drama', 'horror']",US,['US'],1,tt7403736,6.1,13531,25.554,7.8
tm467579,The Last Summer,MOVIE,"Standing on the precipice of adulthood, a group of friends navigate new relationships, while reexamining others, during their final summer before college.",2019,,109,"['comedy', 'romance']",US,['US'],,,,,16.247,6
tm500565,Friendsgiving,MOVIE,"Molly and Abbey, along with their crew of close friends and acquaintances, host a dysfunctional, comical and chaotic Thanksgiving dinner.",2020,R,95,"['comedy', 'drama']",US,['US'],,tt8431078,4.4,2782,7.559,4.7
tm452826,Poms,MOVIE,A woman moves into a retirement community and starts a cheerleading squad with her fellow residents.,2019,PG-13,91,"['comedy', 'drama', 'sport']",US,"['US', 'GB']",,tt5125894,6,6085,11.395,6.6
tm475836,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,MOVIE,The Lonely Island spoofs Jose Canseco and Mark McGwire in this visual rap album set in the Bash Brothers' 1980s heyday.,2019,,30,['comedy'],US,['US'],,tt10376068,,,7.367,6.2
ts251067,The Baby-Sitters Club,SHOW,"In this contemporary take on the beloved book series, five best friends launch a baby-sitting business that's big on fun and adventure.",2020,TV-G,27,"['family', 'comedy', 'drama']",US,['US'],2,tt8690518,7.3,3786,25.625,8
tm451512,Close,MOVIE,"A counter-terrorism expert takes a job protecting a young heiress. After an attempted kidnapping puts both of their lives in danger, they must flee.",2019,R,95,"['thriller', 'action', 'drama']",US,"['GB', 'US']",,tt6896584,5.7,24063,16.264,5.8
ts219895,Tiny Pretty Things,SHOW,"Follows the world of an elite ballet academy, and charts the rise and fall of young adults who live far from their homes, each standing on the verge of greatness or ruin.",2020,TV-MA,56,"['thriller', 'drama']",US,['US'],1,tt10767748,5.9,9115,43.351,7.7
ts84129,No Good Nick,SHOW,"A family finds their lives turned upside down when a young, street-smart grifter shows up on their doorstep, claiming to be a distant relative.",2019,TV-PG,30,"['comedy', 'drama', 'family']",US,['US'],2,tt9039142,6,2843,26.449,7.1
ts76382,Carmen Sandiego,SHOW,"A master thief who uses her skills for good, Carmen Sandiego travels the world foiling V.I.L.E.'s evil plans -- with help from her savvy sidekicks.",2019,TV-Y7,23,"['action', 'crime', 'animation', 'thriller', 'family']",US,['US'],4,tt7042146,7.9,5557,24.674,8.1
ts104449,The Liberator,SHOW,The true story of one of the bloodiest battles of World War II.,2020,TV-MA,49,"['animation', 'action', 'drama', 'war']",US,['US'],1,tt9308682,7.6,5942,22.812,7.2
ts237096,Trial by Media,SHOW,"In this true crime docuseries, some of the most dramatic trials of all time are examined with an emphasis on how the media may have impacted verdicts.",2020,TV-MA,62,"['crime', 'documentation']",US,['US'],1,tt11963042,7.1,3096,4.405,7.2
ts251617,Connected,SHOW,"Science journalist Latif Nasser investigates the surprising and intricate ways in which we are connected to each other, the world and the universe.",2020,TV-14,44,"['documentation', 'comedy']",US,['US'],1,tt12753692,7.5,1704,2.839,8
tm475783,Jo Koy: Comin’ In Hot,MOVIE,"Comedian Jo Koy takes center stage in Hawaii and shares his honest take on island life, ethnicity, fatherhood and more.",2019,,60,['comedy'],US,['US'],,tt10377036,7.3,986,4.273,7.1
tm855600,The Stand In,MOVIE,"When ordered to serve a year in rehab, actress Candy hires her on-set stand-in to take her place. The unassuming woman flips the script and steals her identity, career and boyfriend in this hilarious comedy about trading places.",2020,R,101,"['comedy', 'drama']",US,['US'],,tt7970348,4.7,3380,9.035,5.6
tm827508,The Boys in the Band,MOVIE,"At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths.",2020,R,121,['drama'],US,['US'],,tt10199914,6.8,14938,7.857,6.9
ts88312,The Eddy,SHOW,"The owner of a Paris jazz club gets tangled up with dangerous criminals as he fights to protect his business, his band and his teenage daughter.",2020,TV-MA,58,"['drama', 'music', 'thriller']",US,"['FR', 'US']",1,tt7322210,7.1,2908,7.469,6.6
tm120072,Let It Snow,MOVIE,"When a huge blizzard (that doesn't show signs of stopping) hits, Gracetown is completely snowed in. But even though it's cold outside, things are heating up inside, proving that Christmas is magical when it comes to love.",2019,PG-13,93,"['comedy', 'romance']",US,['US'],,tt1950235,5.8,21515,12.098,6.1
tm462903,Backdraft 2,MOVIE,"Years after the original Backdraft, Sean, son of the late Steve ""Bull"" McCaffrey, is assigned to investigate a deadly fire only to realize it is something much more sinister.",2019,R,102,['drama'],US,"['US', 'BE']",,,,,19.812,6.6
tm845437,Disclosure,MOVIE,"An investigation of how Hollywood's fabled stories have deeply influenced how Americans feel about transgender people, and how transgender people have been taught to feel about themselves.",2020,,107,['documentation'],US,['US'],,tt8637504,8.2,5301,12.967,8.2
tm981451,Death to 2020,MOVIE,"2020: A year so [insert adjective of choice here], even the creators of Black Mirror couldn't make it up… but that doesn't mean they don't have a little something to add. This comedy event that tells the story of the dreadful year that was — and perhaps still is? The documentary-style special weaves together some of the world's most (fictitious) renowned voices with real-life archival footage.",2020,,71,['comedy'],US,"['GB', 'US']",,tt13567480,6.8,38301,12.812,6.6
tm855827,Pete Davidson: Alive from New York,MOVIE,"Comedian and ""SNL"" star Pete Davidson drops a candid and intimate stand-up special shot live in New York City.",2020,,49,['comedy'],US,['US'],,tt11474156,6.1,4072,6.413,6.2
tm511940,Lying and Stealing,MOVIE,"Ivan steals art for the Greek. He wants out but can he? He meets an actress at 2 of his ""jobs"". She has her own problems but helps him.",2019,R,100,"['crime', 'drama', 'comedy']",US,['US'],,tt7558302,5.4,5596,22.681,6
tm890674,Becoming,MOVIE,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others.",2020,PG,89,['documentation'],US,['US'],,tt12221748,6.8,6305,10.73,7.5
tm524282,Invader ZIM: Enter the Florpus,MOVIE,"ZIM discovers his almighty leaders never had any intention of coming to Earth and he loses confidence in himself for the first time in his life, which is the big break his human nemesis, Dib has been waiting for.",2019,,71,"['drama', 'family', 'horror', 'action', 'fantasy', 'animation', 'comedy', 'scifi', 'thriller']",US,['US'],,tt6744342,7.4,5656,14.179,7.5
tm881162,Athlete A,MOVIE,Follow the Indianapolis Star reporters that broke the story about USA Gymnastics doctor Larry Nassar's abuse and hear from gymnasts.,2020,PG-13,104,"['documentation', 'crime', 'sport']",US,['US'],,tt11905462,7.6,10544,11.436,7.7
ts93482,The Last Kids on Earth,SHOW,"Young teenager Jack Sullivan and a group of friends live in a decked-out tree house, playing video games, eating candy, and fighting zombies in the aftermath of a monster apocalypse.",2019,,58,"['animation', 'comedy', 'family', 'horror', 'scifi']",US,['US'],4,tt8914012,7.3,1293,19.346,8.4
ts236033,#blackAF,SHOW,A father takes an irreverent and honest approach to parenting and relationships.,2020,TV-MA,35,['comedy'],US,['US'],1,,,,4.274,7.1
tm877456,9to5: The Story of A Movement,MOVIE,"A campaign against the abuse of female workers by their male bosses, which starts in early 1970s Cleveland, leads to a popular fiction film with Fonda, Parton and Tomlin.",2020,,89,"['documentation', 'history']",US,['US'],,tt11753730,7.4,228,4.76,6.6
ts236725,Lenox Hill,SHOW,From birth to brain surgery: This docuseries provides an intimate look at the lifesaving work of four doctors at Lenox Hill Hospital in NYC.,2020,TV-MA,50,['documentation'],US,['US'],1,tt12190580,8.7,2276,8.216,6.8
tm884511,The Lost Husband,MOVIE,"Trying to put her life back together after the death of her husband, Libby and her children move to her estranged Aunt's goat farm in central Texas.",2020,PG-13,109,"['romance', 'drama']",US,['US'],,tt4257940,6.1,4578,10.492,7.1
tm430171,Screwball,MOVIE,Investigates the MLB's infamous doping scandal involving a nefarious clinician and his most famous client: the New York Yankees' Alex Rodriguez.,2019,,105,"['documentation', 'history']",US,['US'],,tt8819596,7.1,1678,4.033,6.2
tm936396,Holidate,MOVIE,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.",2020,,103,"['romance', 'comedy']",US,['US'],,tt9866072,6.1,61924,17.732,7.1
tm858001,Only,MOVIE,"After a comet releases a mysterious virus that begins to kill all of the women in the world, a young couple's relationship is severely tested. They hide out (from both the illness and the savages who hunt the remaining women) in their over-sterilized apartment. Ultimately the duo escapes their self-imposed quarantine to head to the wilderness.",2020,R,98,"['romance', 'horror', 'thriller', 'drama', 'action', 'family']",US,['US'],,,,,5.929,5.5
tm424074,Then Came You,MOVIE,An American hypochondriac who is working as a baggage handler is forced to confront his fears when a British teenager with a terminal illness enlists him to help her carry out her eccentric bucket list.,2019,PG-13,93,"['comedy', 'drama']",US,['US'],,tt4859168,6.9,12356,18.449,7.5
ts222917,Kevin Hart: Don't F**k This Up,SHOW,"Amid turmoil in his career and marriage, comedian and film star Kevin Hart opens up about his personal breakthroughs as he navigates crises and fame.",2019,TV-MA,40,['documentation'],US,['US'],1,tt11313054,6.4,2009,1.838,6.1
tm469400,Brené Brown: The Call to Courage,MOVIE,"Brené Brown is a research professor at the University of Houston Graduate College of Social Work. She has spent more than a decade studying vulnerability, courage, authenticity and shame. With two TED talks under her belt, Brené Brown brings her humor and empathy to Netflix to discuss what it takes to choose courage over comfort in a culture defined by scarcity, fear and uncertainty.",2019,,76,"['documentation', 'drama']",US,['US'],,tt10050766,7.7,1516,4.22,7.1
tm467299,Anthony Jeselnik: Fire in the Maternity Ward,MOVIE,"Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York.",2019,,64,['comedy'],US,['US'],,tt10050780,7.2,3547,4.938,7
tm843768,John Mulaney & The Sack Lunch Bunch,MOVIE,"John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special.",2019,,70,"['comedy', 'family', 'music']",US,['US'],,tt11318624,7.4,3498,6.786,7.1
tm458721,Amy Schumer: Growing,MOVIE,"Amy Schumer's live stand-up set performed in Chicago where she jokes about marriage, pregnancy and personal growth.",2019,,61,['comedy'],US,['US'],,tt9770590,5.4,3812,5.715,6.2
tm571805,Otherhood,MOVIE,"A grounded, soulful, celebratory comedy about three mothers and their adult sons. The film explores the stage after motherhood, Otherhood, when you have to redefine your relationship with your children, friends, spouse, and most importantly, yourself.",2019,R,100,['comedy'],US,"['US', 'GB']",,tt4180560,6.1,11048,12.353,6.2
tm848995,Jingle Jangle: A Christmas Journey,MOVIE,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.",2020,PG,122,"['music', 'family', 'fantasy']",US,['US'],,tt7736496,6.5,18274,37.658,6.6
ts237208,The Big Flower Fight,SHOW,"Ten pairs of florists, sculptors and garden designers face off in a friendly floral fight to see who can build the biggest, boldest garden sculptures.",2020,,39,['reality'],US,"['GB', 'US']",1,tt12200714,7.4,1178,3.672,6.9
ts251157,Wizards: Tales of Arcadia,SHOW,"Merlin’s apprentice joins Arcadia’s heroes on a time-bending adventure in Camelot, where conflict is brewing between the human, troll and magical worlds.",2020,TV-Y7,24,"['action', 'scifi']",US,['US'],1,,,,34.615,8.3
ts218803,Diagnosis,SHOW,Dr. Lisa Sanders crowdsources diagnoses for mysterious and rare medical conditions in a documentary series based on her New York Times Magazine column.,2019,,47,"['documentation', 'reality']",US,['US'],2,tt8997426,,,1.585,7.9
tm463385,Framing John DeLorean,MOVIE,"A documentary interspersed with acted scenes, this portrait of John DeLorean covers the brilliant but tragically flawed automaker's rise to stardom and shocking down fall.",2019,,109,"['drama', 'documentation']",US,['US'],,tt6256978,6.5,2287,8.306,6.2
tm826563,A Cinderella Story: Christmas Wish,MOVIE,"Kat is an aspiring singer-songwriter who dreams of making it big. However, her dreams are stalled by her reality: a conniving and cruel stepfamily  and a demoralizing job working as a singing elf at billionaire Terrence Wintergarden’s Santa Land.",2019,PG,93,['romance'],US,['US'],,tt10326928,5.3,,18.575,6.5
ts226602,How to Fix a Drug Scandal,SHOW,"The four-part docuseries revolves around Amherst, Massachusetts, drug lab chemist Sonja Farak who became addicted to the narcotics she was supposed to be testing. In covering her tracks, Farak falsified thousands of results and opened the door to overturning hundreds of wrongful convictions.",2020,TV-MA,53,"['crime', 'documentation']",US,['US'],1,tt11958942,7,3232,2.716,7.3
tm823355,Inside Man: Most Wanted,MOVIE,An NYPD hostage negotiator teams up with a federal agent to rescue dozens of tourists held hostage during a 10-hour seige at the U.S. Federal Reserve.,2019,R,106,"['thriller', 'action', 'crime']",US,['US'],,tt7832848,5.6,3927,14.613,6.7
ts255880,Dream Home Makeover,SHOW,"Dreams come true for real families looking for the perfect home tailored to their own unique style, thanks to Shea and Syd McGee of Studio McGee.",2020,TV-G,27,['reality'],US,['US'],2,tt13161310,5.5,1078,3.903,7.8
ts220552,Power Players,SHOW,"A young boy who gains the powers to turn from human a living toy must protect his bracelets, which give him his powers, from the hands of evil, toys come to life.",2019,,11,"['scifi', 'animation', 'action', 'comedy', 'fantasy']",US,"['US', 'FR']",1,tt10895604,5.9,84,3.367,
ts111206,Fast & Furious Spy Racers,SHOW,A team of teenage street racers are hired to infiltrate a criminal gang.,2019,,26,"['comedy', 'crime', 'drama', 'family', 'animation', 'action']",US,['US'],6,tt8322592,5.7,1444,66.94,6.9
ts296153,Ashley Garcia: Genius in Love,SHOW,15-year-old scientist Ashley Garcia explores the great unknown of modern teendom after moving across the country to pursue a career in robotics.,2020,TV-PG,30,['comedy'],US,['US'],3,tt10380934,6.8,1183,10.666,7.8
tm824165,Falling Inn Love,MOVIE,"When city girl Gabriela spontaneously enters a contest and wins a rustic New Zealand inn, she teams up with bighearted contractor Jake Taylor to fix and flip it.",2019,,98,"['comedy', 'romance']",US,['US'],,tt9860752,5.6,19091,23.196,6.5
tm465231,Nate Bargatze: The Tennessee Kid,MOVIE,"Comic Nate Bargatze touches on air travel, cheap weddings, college football, chocolate milk and the perils of ordering coffee in this stand-up special.",2019,,60,['comedy'],US,['US'],,tt9861504,7.6,1798,3.621,7.5
tm883189,Dangerous Lies,MOVIE,"After losing her waitressing job, Katie Franklin takes a job as a caretaker to a wealthy elderly man in his sprawling, empty Chicago estate. The two grow close, but when he unexpectedly passes away and names Katie as his sole heir, she and her husband Adam are pulled into a complex web of lies, deception, and murder. If she's going to survive, Katie will have to question everyone's motives — even the people she loves.",2020,,96,"['thriller', 'horror', 'drama', 'comedy', 'crime']",US,['US'],,tt10183816,5.3,16731,10.872,6.4
tm458127,Human Nature,MOVIE,"The biggest tech revolution of the 21st century isn’t digital, it’s biological. A breakthrough called CRISPR gives us unprecedented control over the basic building blocks of life. It opens the door to curing disease, reshaping the biosphere, and designing our own children. This documentary is a provocative exploration of CRISPR’s far-reaching implications, through the eyes of the scientists who discovered it, the families it’s affecting, and the genetic engineers who are testing its limits.",2019,,107,"['documentation', 'thriller']",US,['US'],,tt7188970,7.7,1541,4.784,7.2
tm475339,Beats,MOVIE,An agoraphobic hip-hop prodigy and a disgraced former music manager cross paths in Chicago’s South Side and help each other face demons of their pasts.,2019,,109,['drama'],US,['US'],,tt8530978,6.3,5122,14.674,6.8
tm881859,A Secret Love,MOVIE,"Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.",2020,,83,"['documentation', 'drama']",US,['US'],,tt3260524,7.8,4334,11.128,7.4
tm827304,LEGO Marvel Spider-Man: Vexed by Venom,MOVIE,"Thanks to Green Goblin and Venom, tech theft is now at an all-time high. Can our Friendly Neighborhood Spider-Man put an end to their mysterious villainous scheme before all of New York City is destroyed?",2019,,25,"['animation', 'action', 'comedy', 'family']",US,['US'],,tt10755644,5.6,290,23.538,7.2
ts254600,The Playbook,SHOW,Coaches with championship résumés share their personal rules for success in sports and life in this reflective and inspiring documentary series.,2020,TV-MA,44,"['documentation', 'sport']",US,['US'],1,tt12930602,7.4,1360,12.259,6.8
tm461829,The Hard Way,MOVIE,"After learning of his brother's death during a mission in Romania, a former soldier joins two allies to hunt down a mysterious enemy and take his revenge.",2019,,92,['action'],US,['US'],,tt9815714,4.8,3171,27.891,5.4
tm434553,Cut Throat City,MOVIE,"Four boyhood friends return to New Orleans’ Lower Ninth Ward after Hurricane Katrina, to find their home decimated and prospects for work swept away. Turning to a local gangster for employment, the crew is hired to pull off a daring casino heist, right in the heart of the city.",2020,R,123,"['crime', 'thriller', 'action', 'drama']",US,['US'],,tt3547306,4.8,2521,16.92,6.6
tm848996,Tigertail,MOVIE,A man reflects on the lost love of his youth and his long-ago journey from Taiwan to America as he begins to reconnect with his estranged daughter.,2020,PG,91,['drama'],US,['US'],,tt8902948,6.6,3540,7.755,6.9
ts225162,Babies,SHOW,"From nature to nurture, this docuseries explores the groundbreaking science that reveals how infants discover life during their very first year.",2020,TV-PG,38,"['documentation', 'reality']",US,['US'],2,tt13705052,,,4.42,7.6
tm448767,Knock Down the House,MOVIE,"In 2018, a young bartender in the Bronx, a coal miner’s daughter in West Virginia, a grieving mother in Nevada and a registered nurse in Missouri join a movement of insurgent candidates challenging powerful incumbents in Congress. Without political experience or corporate money, these four women are attempting to do what many consider impossible.",2019,PG,86,['documentation'],US,['US'],,tt9358052,7.1,12418,8.591,7.4
ts256783,We Are the Champions,SHOW,"Explore the quirkiest, most charming, and oddly inspirational competitions you never knew existed, and the determined, passionate, and incredibly skilled competitors who put it all on the line to become heroes in their own extraordinary worlds.",2020,TV-MA,29,['documentation'],US,['US'],1,tt12409154,7.1,1379,15.129,5.8
tm912373,Jim Jefferies: Intolerant,MOVIE,"Between scenes from an excruciating date, Jim Jefferies digs into generational differences, his own bad habits and the shifting boundaries in comedy.",2020,,66,['comedy'],US,['US'],,tt12588160,7.2,2764,5.395,7.2
tm893816,Desperados,MOVIE,"A panicked young woman and her two best friends fly to Mexico to delete a ranting email she sent to her new boyfriend. On arrival, they run into her former beau, who soon gets caught up in their frantic scheme.",2020,,105,"['comedy', 'romance']",US,['US'],,tt10050362,5.2,10030,8.691,6.1
ts86413,AJ and the Queen,SHOW,"While traveling across the country in a run-down RV, drag queen Ruby Red discovers an unlikely sidekick in AJ: a tough-talking 10-year-old stowaway.",2020,TV-14,52,"['comedy', 'drama']",US,['US'],1,tt8404094,7.4,7961,15.178,7.8
ts218564,"Breakfast, Lunch & Dinner",SHOW,"Chang accompanied by a different celebrity guest exploring a single city, its culture and its cuisine. As the pair travels through each city, they will also uncover new and surprising things about themselves.",2019,TV-MA,44,['documentation'],US,['US'],1,tt10681670,6.7,1045,4.356,8
ts254293,The American Barbecue Showdown,SHOW,Eight of the country's best backyard smokers and pitmasters vie for the title of American Barbecue Champion in a fierce but friendly faceoff.,2020,TV-G,43,['reality'],US,['US'],1,tt12938472,7.1,1151,17.691,6.2
tm844642,Michelle Wolf: Joke Show,MOVIE,"Comedian Michelle Wolf takes on outrage culture, massages, childbirth, feminism and much more (like otters) in a stand-up special from New York City.",2019,,59,['comedy'],US,['US'],,tt11269704,7.2,1571,2.937,6.8
tm878842,The Edge of All We Know,MOVIE,"A documentary film following the quest to understand the most mysterious objects in the universe, black holes.",2020,,99,['documentation'],US,['US'],,tt11863046,6.6,2288,5.683,6.8
tm855483,Have a Good Trip: Adventures in Psychedelics,MOVIE,"Celebrities recall their most mind-bending trips via animations, reenactments and more in this comedic documentary exploring the story of psychedelics.",2020,,85,"['documentation', 'comedy']",US,['US'],,tt12133722,6.8,7578,14.485,6.8
tm447520,Sebastian Maniscalco: Stay Hungry,MOVIE,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special.",2019,,65,['comedy'],US,['US'],,tt9482786,7.1,1295,3.423,6.4
ts89876,Lunatics,SHOW,This mockumentary series follows the peculiar lives of six eccentric -- and sometimes obscene -- misfits who march to their own beat.,2019,TV-MA,36,['comedy'],US,['US'],1,tt8164794,6.6,3136,2.802,6.2
tm679284,The Knight Before Christmas,MOVIE,A medieval English knight is magically transported to present-day America where he falls for a high school science teacher who is disillusioned by love.,2019,,92,"['drama', 'fantasy', 'romance', 'comedy']",US,['US'],,tt10060094,5.5,17762,22.498,6.5
ts252341,Chef's Table: BBQ,SHOW,"The Emmy-nominated series delves into the juicy, smoky world of barbecue, visiting acclaimed chefs and pitmasters in the US, Australia and Mexico.",2020,TV-14,45,['documentation'],US,['US'],1,tt12917170,7.8,981,2.73,7.7
ts220248,Hyperdrive,SHOW,"Elite street racers from around the world test their limits in supercharged custom cars on the biggest, baddest automotive obstacle course ever built.",2019,TV-PG,48,['reality'],US,['US'],1,,,,8.653,7.5
tm467467,Homecoming: A Film by Beyoncé,MOVIE,"This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.",2019,PG-13,137,"['music', 'documentation']",US,['US'],,tt10147546,7.4,7013,12.239,8.2
ts269690,Schulz Saves America,SHOW,Comedian Andrew Schulz takes on the year's most divisive topics in this fearlessly unfiltered and irreverent four-part special.,2020,TV-MA,17,['comedy'],US,['US'],1,tt13607518,7.3,1069,1.431,7.3
tm834664,Nikki Glaser: Bangin',MOVIE,"Nikki Glaser bares all in a blistering stand-up special about sex, sobriety and getting over her own insecurities. And she won't spare you the details.",2019,,63,['comedy'],US,['US'],,tt10952752,6.1,1629,5.269,6.6
tm497383,Sergio,MOVIE,"A sweeping drama set in the chaotic aftermath of the US invasion of Iraq, where the life of top UN diplomat Sergio Vieira de Mello hangs in the balance during the most treacherous mission of his career.",2020,R,118,"['drama', 'history', 'romance', 'documentation']",US,"['US', 'AL', 'JO', 'TH']",,tt6468740,6.2,9619,13.626,6.7
tm978401,Mosul,MOVIE,"When ISIS took their homes, families and city, one group of men fought to take it all back. Based on true events, this is the story of the Nineveh SWAT team, a renegade police unit who waged a guerrilla operation against ISIS in a desperate struggle to save their home city of Mosul.",2019,,86,['drama'],US,['US'],,,,,9.023,6.7
ts256764,Heaven Official's Blessing,SHOW,"Xie Lian, the crown prince of Xian Le Kingdom, successfully ascends to Heaven during his third trial in spite of successive demotions. However, he accidentally breaks the Gold Palace of heavenly officials. With no human worshiping him, Xie Lian has to descend to the secular world to exorcise ghosts, which may help him sustain his divinity.",2020,TV-14,24,"['action', 'scifi', 'animation']",US,"['CN', 'US']",1,tt13375866,8.3,1349,14.073,8.5
tm452851,The Operative,MOVIE,A young Western woman is recruited by the Mossad to go undercover in Tehran where she becomes entangled in a complex triangle with her handler and her subject.,2019,,116,"['thriller', 'action', 'drama']",US,"['IL', 'US', 'FR', 'DE']",,tt8000718,5.7,6099,10.752,5.7
tm931158,Gather,MOVIE,"A portrait of a growing movement amongst Indigenous Americans to reclaim their spiritual and cultural identities through obtaining sovereignty over their ancestral food systems, while battling against the historical trauma brought on by centuries of genocide.",2020,,74,['documentation'],US,['US'],,tt9309756,7.8,196,3.759,7.4
tm470836,The Show Must Go On: The Queen + Adam Lambert Story,MOVIE,"A documentary chronicling Queen and Lambert's incredible journey since they first shared the stage together on ""American Idol"" in 2009.",2019,,81,"['documentation', 'music']",US,['US'],,tt9856280,7.8,1923,9.166,7.5
tm454375,Benchwarmers 2: Breaking Balls,MOVIE,A washed-up baseball player becomes an attorney. He gets a chance at redemption when his boss asks him to manage the company softball team in hopes of winning a championship.,2019,PG-13,90,"['comedy', 'sport']",US,['US'],,tt8750122,4.1,947,4.624,4.5
tm837756,I'm No Longer Here,MOVIE,"In Monterrey, Mexico, a young street gang spends their days dancing to slowed-down cumbia and attending parties. After a mix-up with a local cartel, their leader is forced to migrate to the U.S. but quickly longs to return home.",2019,,112,['drama'],US,"['MX', 'US']",,tt4323594,7.3,7727,17.023,7.7
tm305433,Rocko's Modern Life: Static Cling,MOVIE,"After 20 years in space, Rocko returns to a technologically advanced O-Town and makes it his mission to get his favorite show back on the air.",2019,,45,"['comedy', 'animation', 'fantasy', 'scifi', 'action', 'family']",US,['US'],,tt6172460,6.9,3820,9.975,6.5
ts218500,Dragons: Rescue Riders,SHOW,Twins Dak and Leyla share a unique ability to communicate with dragons. The brother and sister lead a team of five young dragons that spend their days rescuing other dragons and helping the people in their adopted town of Huttsgalor.,2019,TV-Y,24,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",US,['US'],2,tt10687134,5.9,304,20.749,7
tm490222,Uncorked,MOVIE,Elijah must balance his dream of becoming a master sommelier with his father's expectations that he carry on the family's Memphis BBQ joint.,2020,,104,"['drama', 'comedy']",US,['US'],,tt9261218,6.4,5414,9.563,6.1
ts89881,Mr. Iglesias,SHOW,Hilarious high school teacher Gabriel Iglesias tries to make a difference in the lives of some smart but underperforming students at his alma mater.,2019,TV-14,29,['comedy'],US,['US'],3,tt8403536,7.1,6703,17.882,7.5
tm838876,Undercover Brother 2,MOVIE,"Sixteen years ago, Undercover Brother and his younger brother were hot on the heels of the leader of a racist, worldwide syndicate, but accidentally got caught in an avalanche of white snow. After they were discovered and thawed out, Undercover Brother remained in a coma. Now, it is up to his little brother to finish the job they started.",2019,R,85,"['action', 'comedy']",US,['US'],,tt6843446,3.4,670,4.663,4.1
tm868777,"Love, Guaranteed",MOVIE,"To save her small law firm, earnest lawyer Susan takes a high-paying case from Nick, a charming new client who wants to sue a dating website that guarantees love. But as the case heats up, so do Susan and Nick's feelings for each other.",2020,,90,"['comedy', 'romance']",US,['US'],,tt11100856,5.6,17092,10.12,6.5
